Card Name,Type,Mana Cost,Color Identity,Powep,Toughness,Abilities/Effects,Rarity,Set/Edition,Scryfall ID
Shields of Velis Vel,Kindred Instant — Shapeshifter,{W},['W'],,,"Changeling (This card is every creature type.)
Creatures target player controls get +0/+1 and gain all creature types until end of turn.",common,lrw,f550f44f-8b8f-4c1d-a583-9fd986d3061c
Skyhunter Patrol,Creature — Cat Knight,{2}{W}{W},['W'],2,3,"Flying, first strike (This creature can't be blocked except by creatures with flying or reach, and it deals combat damage before creatures without first strike.)",common,ddg,675bfd45-4b73-451c-b1d9-2fe46b5dd5aa
Spectral Gateguards,Creature — Spirit Soldier,{4}{W},['W'],2,5,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as Spectral Gateguards is paired with another creature, both creatures have vigilance.",common,ddq,8f658073-5d90-4dca-b867-35ab827f22fd
Steeple Roc,Creature — Bird,{4}{W},['W'],3,1,"Flying, first strike",common,dgm,5fecafab-97f4-40ed-bc43-d186eb2f3af6
Sunspire Gatekeepers,Creature — Human Soldier,{3}{W},['W'],2,4,"When Sunspire Gatekeepers enters, if you control two or more Gates, create a 2/2 white Knight creature token with vigilance.",common,dgm,0a3bc6b9-475b-4257-a3bc-1a0b70d45f79
Sandcrafter Mage,Creature — Human Wizard,{2}{W},['W'],2,2,"When Sandcrafter Mage enters, bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",common,dtk,8998b4a5-d94b-45b3-b619-bd850e240ce0
Skyblade of the Legion,Creature — Vampire Soldier,{1}{W},['W'],1,3,Flying,common,xln,67e788e2-12e9-4041-8210-753aaef2576c
Silkwrap,Enchantment,{1}{W},['W'],,,"When Silkwrap enters, exile target creature with mana value 3 or less an opponent controls until Silkwrap leaves the battlefield. (That creature returns under its owner's control.)",uncommon,dtk,68ee9009-59a7-40e6-bf1a-1d26d4b399e8
Slayer of the Wicked,Creature — Human Soldier,{3}{W},['W'],3,2,"When Slayer of the Wicked enters, you may destroy target Vampire, Werewolf, or Zombie.",uncommon,ddq,22580e42-c164-4e9b-8210-6fa48bec7b8b
Take Heart,Instant,{W},['W'],,,Target creature gets +2/+2 until end of turn. You gain 1 life for each attacking creature you control.,common,grn,b26f10d5-b826-45b0-abed-80d86e1335c9
Thraben Standard Bearer,Creature — Human Soldier,{W},['W'],1,1,"{1}{W}, {T}, Discard a card: Create a 1/1 white Human Soldier creature token.",common,emn,15b7cd60-e3b9-4dd8-ad3c-a687f642147f
Tenth District Guard,Creature — Human Soldier,{1}{W},['W'],2,2,"When Tenth District Guard enters, target creature gets +0/+1 until end of turn.",common,grn,829f959e-91cd-42ea-8644-ce828a304d01
Topan Freeblade,Creature — Human Soldier,{1}{W},['W'],2,2,"Vigilance (Attacking doesn't cause this creature to tap.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)",uncommon,ima,3e953224-6ea0-4580-b2a2-c1ff133fb991
Territorial Hammerskull,Creature — Dinosaur,{2}{W},['W'],2,3,"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.",common,xln,af5a237a-31e7-43ee-8d47-3eb12dd1a60c
"Urza, Chief Artificer",Legendary Creature — Human Artificer,{3}{W}{U}{B},"['B', 'U', 'W']",4,5,"Affinity for artifact creatures (This spell costs {1} less to cast for each artifact creature you control.)
Artifact creatures you control have menace.
At the beginning of your end step, create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""",mythic,brc,ea409050-4296-4b76-a6cd-2896ce1b88e4
Thraben Heretic,Creature — Human Wizard,{1}{W},['W'],2,2,{T}: Exile target creature card from a graveyard.,uncommon,ddq,20eb4f21-2f20-4e4b-998c-a72527585549
Veteran's Reflexes,Instant,{W},['W'],,,Target creature gets +1/+1 until end of turn. Untap that creature.,common,e02,1ba8b52a-af98-4a7d-83e5-ab94e058d9a7
Village Bell-Ringer,Creature — Human Scout,{2}{W},['W'],1,4,"Flash (You may cast this spell any time you could cast an instant.)
When Village Bell-Ringer enters, untap all creatures you control.",common,moc,b72b39fd-507d-432b-b5b0-5657e5ed0a47
Voice of the Provinces,Creature — Angel,{4}{W}{W},['W'],3,3,"Flying
When Voice of the Provinces enters, create a 1/1 white Human creature token.",common,ddq,11a8437f-a783-4d76-8af1-a347d48a1bad
Valor of the Worthy,Enchantment — Aura,{W},['W'],,,"Enchant creature
Enchanted creature gets +1/+1.
When enchanted creature leaves the battlefield, create a 1/1 white Spirit creature token with flying.",common,khm,83632e73-be3f-43fc-932f-45cb1af4f8fb
War Priest of Thune,Creature — Human Cleric,{1}{W},['W'],2,2,"When War Priest of Thune enters, you may destroy target enchantment.",uncommon,ema,b222a639-dd46-40f9-835d-3c68b74c295e
Vessel of Ephemera,Enchantment,{1}{W},['W'],,,"{2}{W}, Sacrifice Vessel of Ephemera: Create two 1/1 white Spirit creature tokens with flying.",common,soi,f4051020-688c-473a-9a08-b62f0fd75675
Warrior's Honor,Instant,{2}{W},['W'],,,Creatures you control get +1/+1 until end of turn.,common,6ed,74900e91-d661-4846-984e-5774c5ce0540
Wings of the Cosmos,Instant,{W},['W'],,,Target creature gets +1/+3 and gains flying until end of turn. Untap it.,common,khm,d6b26c95-f90d-43fb-8c99-2a3aa13ac2c6
Topplegeist,Creature — Spirit,{W},['W'],1,1,"Flying
When Topplegeist enters, tap target creature an opponent controls.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls.",uncommon,soi,ec9e8653-13ae-446c-b341-85c9b3fa6ca8
Dutiful Servants,Creature — Zombie,{3}{W},['W'],2,5,,common,hou,7684db4c-6eff-4da1-a410-48d707fb5bf1
Dromoka Dunecaster,Creature — Human Wizard,{W},['W'],0,2,"{1}{W}, {T}: Tap target creature without flying.",common,dtk,fc98e542-4bcc-43e1-9616-64ce40348a34
Brave-Kin Duo,Creature — Rabbit Mouse,{W},['W'],1,1,"{1}, {T}: Target creature gets +1/+1 until end of turn. Activate only as a sorcery.",common,blb,b8dd4693-424d-4d6e-86cf-24401a23d6b1
Builder's Talent,Enchantment — Class,{1}{W},['W'],,,"(Gain the next level as a sorcery to add its ability.)
When Builder's Talent enters, create a 0/4 white Wall creature token with defender.
{W}: Level 2
Whenever one or more noncreature, nonland permanents you control enter, put a +1/+1 counter on target creature you control.
{4}{W}: Level 3
When this Class becomes level 3, return target noncreature, nonland permanent card from your graveyard to the battlefield.",uncommon,blb,15fa581a-724e-4196-a9a3-ff84c54bdb7d
Crumb and Get It,Instant,{W},['W'],,,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Target creature you control gets +2/+2 until end of turn. If the gift was promised, that creature also gains indestructible until end of turn.",common,blb,3c7b3b25-d4b3-4451-9f5c-6eb369541175
Dewdrop Cure,Sorcery,{2}{W},['W'],,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return up to two target creature cards each with mana value 2 or less from your graveyard to the battlefield. If the gift was promised, instead return up to three target creature cards each with mana value 2 or less from your graveyard to the battlefield.",uncommon,blb,666aefc2-44e0-4c27-88d5-7906f245a71f
Intrepid Rabbit,Creature — Rabbit Soldier,{2}{W},['W'],3,2,"Offspring {1} (You may pay an additional {1} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target creature you control gets +1/+1 until end of turn.",common,blb,4d70b99d-c8bf-4a56-8957-cf587fe60b81
Jolly Gerbils,Creature — Hamster Citizen,{1}{W},['W'],2,3,"Whenever you give a gift, draw a card.",uncommon,blb,0eab51d6-ba17-4a8c-8834-25db363f2b6b
Lifecreed Duo,Creature — Bat Bird,{1}{W},['W'],1,2,"Flying
Whenever another creature you control enters, you gain 1 life.",common,blb,ca543405-5e12-48a0-9a77-082ac9bcb2f2
Sonar Strike,Instant,{1}{W},['W'],,,"Sonar Strike deals 4 damage to target attacking, blocking, or tapped creature. You gain 3 life if you control a Bat.",common,blb,a50da179-751f-47a8-a547-8c4a291ed381
Warren Elder,Creature — Rabbit Cleric,{1}{W},['W'],2,2,{3}{W}: Creatures you control get +1/+1 until end of turn.,common,blb,4bf20069-5a20-4f95-976b-6af2b69f3ad0
Wax-Wane Witness,Creature — Bat Cleric,{3}{W},['W'],2,4,"Flying, vigilance
Whenever you gain or lose life during your turn, Wax-Wane Witness gets +1/+0 until end of turn.",common,blb,d90ea719-5320-46c6-a347-161853a14776
Lupinflower Village,Land,,[],,,"{T}: Add {C}.
{T}: Add {W}. Spend this mana only to cast a creature spell.
{1}{W}, {T}, Sacrifice Lupinflower Village: Look at the top six cards of your library. You may reveal a Bat, Bird, Mouse, or Rabbit card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,blb,8ab9d56f-9178-4ec9-a5f6-b934f50d8d9d
Seedpod Squire,Creature — Bird Scout,{3}{W/U},"['U', 'W']",3,3,"Flying
Whenever Seedpod Squire attacks, target creature you control without flying gets +1/+1 until end of turn.",common,blb,f3684577-51ce-490e-9b59-b19c733be466
Abstruse Interference,Instant,{2}{U},[],,,"Devoid (This card has no color.)
Counter target spell unless its controller pays {1}. You create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)",common,ogw,249a7be3-311e-4ce6-97dc-97242463ae23
Aerie Worshippers,Creature — Human Cleric,{3}{U},['U'],2,4,"Inspired — Whenever Aerie Worshippers becomes untapped, you may pay {2}{U}. If you do, create a 2/2 blue Bird enchantment creature token with flying.",uncommon,bng,06c8b3b9-f0fb-4cc1-8916-82ee2c74f089
Aether Adept,Creature — Human Wizard,{1}{U}{U},['U'],2,2,"When Aether Adept enters, return target creature to its owner's hand.",common,ddm,1640b76d-15d6-4b08-a34b-c5432259d570
Amoeboid Changeling,Creature — Shapeshifter,{1}{U},['U'],1,1,"Changeling (This card is every creature type.)
{T}: Target creature gains all creature types until end of turn.
{T}: Target creature loses all creature types until end of turn.",common,lrw,068518d2-f061-4061-b208-158e991156b6
Aerial Guide,Creature — Drake,{2}{U},['U'],2,2,"Flying
Whenever Aerial Guide attacks, another target attacking creature gains flying until end of turn.",common,hou,b744c138-9b9e-47f6-9d56-feb6a78ce377
Aether Meltdown,Enchantment — Aura,{1}{U},['U'],,,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature or Vehicle
When Aether Meltdown enters, you get {E}{E} (two energy counters).
Enchanted creature gets -4/-0.",uncommon,kld,91f99614-45e2-4688-8403-f3a6b9162b08
Aether Theorist,Creature — Vedalken Rogue,{1}{U},['U'],1,3,"When Aether Theorist enters, you get {E}{E}{E} (three energy counters).
{T}, Pay {E}: Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",common,kld,882b5580-ee23-4d65-a2b3-82475d6faf8e
Anticognition,Instant,{1}{U},['U'],,,"Counter target creature or planeswalker spell unless its controller pays {2}. If an opponent has eight or more cards in their graveyard, instead counter that spell, then scry 2.",common,znr,db99b872-77c7-4471-9c44-a36d4ff5d33f
Artful Takedown,Instant,{2}{U}{B},"['B', 'U']",,,"Choose one or both —
• Tap target creature.
• Target creature gets -2/-4 until end of turn.",common,grn,4c9e8f24-af62-4d13-bfed-a8b3294b64c3
Avalanche Caller,Snow Creature — Human Wizard,{1}{U},['U'],1,3,{2}: Target snow land you control becomes a 4/4 Elemental creature with hexproof and haste until end of turn. It's still a land. (A creature with hexproof can't be the target of spells or abilities your opponents control.),uncommon,khm,89cef049-6a47-4264-b2bc-b9d291a09c4c
Aven Fleetwing,Creature — Bird Soldier,{3}{U},['U'],2,2,"Flying
Hexproof (This creature can't be the target of spells or abilities your opponents control.)",common,m12,57626fd2-d101-4e23-946f-8309c9676fe5
Bellowing Crier,Creature — Frog Advisor,{1}{U},['U'],2,1,"When Bellowing Crier enters, draw a card, then discard a card.",common,blb,ca2215dd-6300-49cf-b9b2-3a840b786c31
Cancel,Instant,{1}{U}{U},['U'],,,Counter target spell.,common,pca,c6151721-0642-40c6-9f55-02f0cd94cdd2
Cancel,Instant,{1}{U}{U},['U'],,,Counter target spell.,common,xln,cf6e5ad6-ffe2-4588-b357-c415c33fbc11
Cascade Seer,Creature — Merfolk Wizard,{3}{U},['U'],3,3,"When Cascade Seer enters, scry X, where X is the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,znr,13105c88-2926-40ad-bc7a-09d515aa36c6
Censor,Instant,{1}{U},['U'],,,"Counter target spell unless its controller pays {1}.
Cycling {U} ({U}, Discard this card: Draw a card.)",uncommon,akh,4cb4e315-1a77-479a-9f15-fb23575de805
Cloak of Mists,Enchantment — Aura,{1}{U},['U'],,,"Enchant creature
Enchanted creature can't be blocked.",common,usg,dd54251c-5a2e-48e4-9790-a64dcc44eb8e
Charmed Sleep,Enchantment — Aura,{1}{U}{U},['U'],,,"Enchant creature
When Charmed Sleep enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,blb,7d171802-2604-45a5-a0f2-ab5afa1db5d5
Compelling Deterrence,Instant,{1}{U},['U'],,,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.,uncommon,soi,c0b728f4-d209-4334-9501-4f69b1196739
Contradict,Instant,{3}{U}{U},['U'],,,"Counter target spell.
Draw a card.",common,dtk,a0b3d4ff-09d1-4d9f-8c83-cdfbd7bb1079
Contingency Plan,Sorcery,{1}{U},['U'],,,"Surveil 5. (Look at the top five cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,emn,9edb76bd-db4b-4279-8eaa-dfdf5952eafc
Coral Merfolk,Creature — Merfolk,{1}{U},['U'],2,1,,common,usg,837d82a9-aef8-4079-a485-05ada1b66322
Coral Merfolk,Creature — Merfolk,{1}{U},['U'],2,1,,common,w17,63b2cdfe-31ef-43d7-b4ca-e2505d613244
Corridor Monitor,Artifact Creature — Construct,{1}{U},['U'],1,4,"When Corridor Monitor enters, untap target artifact or creature you control.",common,2xm,df3f6598-18a7-472d-8d05-715203379089
Crypsis,Instant,{1}{U},['U'],,,Target creature you control gains protection from creatures your opponents control until end of turn. Untap it.,common,bng,bd445b01-34af-4132-a9fe-a03858624492
Cunning Geysermage,Creature — Human Wizard,{2}{U},['U'],3,2,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)
When Cunning Geysermage enters, if it was kicked, return up to one other target creature to its owner's hand.",common,znr,2217f0a9-5af5-45cc-8cf7-8878d4f66dd8
Darkblade Agent,Creature — Human Assassin,{1}{U}{B},"['B', 'U']",2,3,"As long as you've surveilled this turn, Darkblade Agent has deathtouch and ""Whenever this creature deals combat damage to a player, you draw a card.""",common,grn,f0b610c5-61e5-43df-a87b-3eaaa915402b
Dazzling Lights,Instant,{U},['U'],,,"Target creature gets -3/-0 until end of turn.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,grn,a9d4639a-b634-469e-a848-35e3a3dfd47e
Deep-Sea Terror,Creature — Serpent,{4}{U}{U},['U'],6,6,Deep-Sea Terror can't attack unless there are seven or more cards in your graveyard.,common,ori,007b526c-5387-4ed4-a320-b826d507e014
Disdainful Stroke,Instant,{1}{U},['U'],,,Counter target spell with mana value 4 or greater.,common,cm2,5f6677e9-cd9a-4690-8f1c-6c5910c5605a
Devious Cover-Up,Instant,{2}{U}{U},['U'],,,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may shuffle up to four target cards from your graveyard into your library.",common,grn,21ac6b0a-b1a5-439d-b65e-5f04e1826c80
Dirgur Nemesis,Creature — Serpent,{5}{U},['U'],6,5,"Defender
Megamorph {6}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)",common,dtk,54c388de-c2c9-4975-9eac-86a8030a9884
Disperse,Instant,{1}{U},['U'],,,Return target nonland permanent to its owner's hand.,common,m19,2ff7c89c-41dc-4ac3-bbce-38ab86f435ea
Dissolve,Instant,{1}{U}{U},['U'],,,Counter target spell. Scry 1. (Look at the top card of your library. You may put that card on the bottom.),common,ima,b4fb87ab-8595-459a-a5f2-087296d9b120
Doorkeeper,Creature — Homunculus,{1}{U},['U'],0,4,"Defender
{2}{U}, {T}: Target player mills X cards, where X is the number of creatures you control with defender.",common,ima,ca527a9e-3a01-4e0b-add4-a6882f1c89d1
Draugr Thought-Thief,Creature — Zombie Rogue,{2}{U},['U'],3,2,"When Draugr Thought-Thief enters, look at the top card of target player's library. You may put that card into their graveyard.",common,khm,31da60a2-d4d3-4954-be59-c7ff61fa2905
